Probe Set Name	Description
242669_at	arginine decarboxylase
242681_at	RAB42, member RAS oncogene family, pseudogene
242687_at	WAS protein family, member 2
242691_at	G patch domain containing 3
242700_at	interleukin 28 receptor alpha
242702_at	myomesin family, member 3
242705_at	E2F transcription factor 2
242707_at	lactamase, beta-like 1
242711_at	predicted gene 13011
242721_at	kelch domain containing 7A
242726_at	peptidyl arginine deiminase, type VI
242735_at	leucine rich repeat containing 38
242736_at	PRAME family member 8
242737_at	oogenesin 4
242747_at	zinc finger protein 933
242748_at	patched domain containing 2
242773_at	solute carrier family 45, member 1
242785_at	kelch-like 21 (Drosophila)
242800_at	tetratricopeptide repeat domain 34
242819_at	RUN domain containing 3B
242838_at	RIKEN cDNA 4932412H11 gene
242851_at	guanine nucleotide binding protein, alpha transducing 3
242860_at	round spermatid basic protein 1-like
242864_at	N-acyl phosphatidylethanolamine phospholipase D
242891_at	chaperonin containing TCP1, subunit 8 (theta)-like 1
242894_at	ARP3 actin-related protein 3B
242915_at	family with sequence similarity 59, member B
242939_at	carboxypeptidase Z
242960_at	F-box and leucine-rich repeat protein 5
243025_at	transmembrane protein 156
243043_at	potassium channel tetramerisation domain containing 8
243078_at	trans-2,3-enoyl-CoA reductase-like
243083_at	transmembrane protease, serine 11f
243084_at	transmembrane protease, serine 11e
243085_at	UDP glucuronosyltransferase 2 family, polypeptide B35
243090_at	cDNA sequence BC051076
243168_at	hydroxysteroid (17-beta) dehydrogenase 13
243197_at	major facilitator superfamily domain containing 7A
243219_at	RIKEN cDNA 2900026A02 gene
243262_at	2'-5' oligoadenylate synthetase 1F
243270_at	G protein-coupled receptor 81
243272_at	sno, strawberry notch homolog 1 (Drosophila)
243274_at	transmembrane protein 132D
243277_at	G protein-coupled receptor 133
243300_at	RIKEN cDNA 6430598A04 gene
243308_at	RIKEN cDNA A430033K04 gene
243312_at	leucine rich repeat and fibronectin type III, extracellular 1
243328_at	solute carrier family 29 (nucleoside transporters), member 4
243339_at	transmembrane protein 130
243362_at	StAR-related lipid transfer (START) domain containing 13
243369_at	SCO-spondin
243371_at	leucine rich repeat containing 61
243372_at	zinc finger protein 775
243373_at	expressed sequence AI854703
243374_at	GTPase, IMAP family member 8
243376_at	diamine oxidase-like protein 2
243377_at	seminal vesicle secretory protein 1
243382_at	protein phosphatase 1K (PP2C domain containing)
243385_at	GPRIN family member 3
243407_at	RIKEN cDNA C130060K24 gene
243420_at	immunoglobulin kappa variable 1-135
243428_at	immunoglobulin kappa variable 11-125
243451_at	immunoglobulin kappa variable 4-86
243461_at	immunoglobulin kappa chain variable 7-33
243499_at	leucine rich repeat transmembrane neuronal 4
243510_at	coiled-coil domain containing 142
243529_at	H1 histone family, member X
243535_at	cDNA sequence BC048671
243537_at	urocanase domain containing 1
243538_at	coiled-coil domain containing 37
243547_at	glutamate receptor interacting protein 2
243548_at	prickle homolog 2 (Drosophila)
243574_at	kelch repeat and BTB (POZ) domain containing 8
243612_at	RIKEN cDNA D630042P16 gene
243616_at	solute carrier family 6 (neurotransmitter transporter, GABA), member 11
243621_at	IQ motif and Sec7 domain 3
243628_at	vomeronasal 2, receptor 24
243634_at	anoctamin 2
243653_at	C-type lectin domain family 1, member a
243655_at	killer cell lectin-like receptor family E member 1
243659_at	serine/threonine/tyrosine kinase 1
243725_at	protein phosphatase 1, regulatory (inhibitor) subunit 9A
243743_at	plexin A4
243753_at	RIKEN cDNA 2010107G12 gene
243755_at	solute carrier family 13 (sodium/sulfate symporters), member 4
243764_at	cholinergic receptor, muscarinic 2, cardiac
243771_at	poly (ADP-ribose) polymerase family, member 12
243780_at	RIKEN cDNA E330009J07 gene
243813_at	leukocyte receptor cluster (LRC) member 9
243819_at	protein phosphatase 6, regulatory subunit 1
243822_at	family with sequence similarity 71, member E2
243833_at	zinc finger protein 128
243834_at	zinc finger protein 324
243842_at	glioma tumor suppressor candidate region gene 1
243846_at	coiled-coil domain containing 9
243853_at	fukutin related protein
243862_at	pregnancy-specific glycoprotein 22
243864_at	MHC I like leukocyte 2
243867_at	F-box protein 46
243874_at	NLR family, pyrin domain containing 9B
243880_at	NLR family, pyrin domain containing 4A
243881_at	cytochrome P450, family 2, subfamily b, polypeptide 23
243897_at	gametogenetin
243900_at	RIKEN cDNA 4930432E11 gene
243905_at	zinc finger protein 568
243906_at	zinc finger protein 14
243910_at	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta
243911_at	kin of IRRE like 2 (Drosophila)
243912_at	heat shock protein, alpha-crystallin-related, B6
243914_at	leucine-rich repeat LGI family, member 4
243923_at	regulator of G-protein signalling 9 binding protein
243931_at	teashirt zinc finger family member 3
243937_at	zinc finger protein 536
243944_at	RIKEN cDNA 4930433I11 gene
243958_at	sialic acid binding Ig-like lectin G
243961_at	SH3/ankyrin domain gene 1
243963_at	zinc finger protein 473
243967_at	netrin 5
243978_at	MAS-related GPR, member X2
243979_at	MAS-related GPR, member B2
243983_at	zinc finger, DHHC domain containing 13
243996_at	RIKEN cDNA 4933405O20 gene
244049_at	multiple C2 domains, transmembrane 2
244058_at	RGM domain family, member A
244059_at	chromodomain helicase DNA binding protein 2
244061_at	Smad nuclear interacting protein 1 pseudogene
244071_at	ATP/GTP binding protein-like 1
244091_at	fibronectin type III and SPRY domain containing 2
244141_at	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)
244144_at	ubiquitin specific peptidase 35
244152_at	tsukushi
244178_at	ubiquilin 3
244179_at	ubiquilin-like
244180_at	RIKEN cDNA E030002O03 gene
244183_at	tripartite motif-containing 30B
244187_at	olfactory receptor 684
244189_at	predicted gene 4972
244198_at	olfactomedin-like 1
244199_at	ovochymase 2
244202_at	NLR family, pyrin domain containing 10
244209_at	cytochrome P450, family 2, subfamily r, polypeptide 1
244216_at	zinc finger protein 771
244218_at	cardiotrophin 2
244219_at	zinc finger protein 668
244233_at	CD163 molecule-like 1
244234_at	RIKEN cDNA 5830411N06 gene
244237_at	tumor necrosis factor receptor superfamily, member 26
244238_at	MAS-related GPR, member E
244281_at	myosin XVI
244310_at	discs, large (Drosophila) homolog-associated protein 2
244329_at	microcephaly, primary autosomal recessive 1
244332_at	defensin beta 14
244334_at	defensin beta 8
244349_at	MYST histone acetyltransferase (monocytic leukemia) 3
244373_at	ER lipid raft associated 2
244416_at	protein phosphatase 1, regulatory (inhibitor) subunit 3B
244418_at	DNA segment, Chr 8, ERATO Doi 82, expressed
244421_at	LON peptidase N-terminal domain and ring finger 1
244431_at	sarcoglycan zeta
244448_at	tripartite motif family-like 1
244484_at	WD repeat domain 17
244486_at	a disintegrin and metallopeptidase domain 29
244495_at	predicted gene 4975
244548_at	ELMO/CED-12 domain containing 2
244550_at	podocan-like 1
244551_at	nanos homolog 3 (Drosophila)
244556_at	zinc finger protein 791
244562_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 12
244579_at	TOX high mobility group box family member 3
244585_at	Rpgrip1-like
244595_at	carboxylesterase 1A
244608_at	coiled-coil domain containing 113
244631_at	protein serine kinase H1
244646_at	polycystic kidney disease 1 like 3
244650_at	PH domain and leucine rich repeat protein phosphatase 2
244653_at	HYDIN, axonemal central pair apparatus protein
244654_at	metastasis suppressor 1-like
244666_at	predicted gene 505
244667_at	disrupted in schizophrenia 1
244668_at	signal-induced proliferation-associated 1 like 2
244672_at	CWF19-like 2, cell cycle control (S. pombe)
244682_at	contactin 5
244694_at	lysine (K)-specific demethylase 4D
244698_at	hephaestin-like 1
244701_at	melatonin receptor 1B
244713_at	zinc finger protein 317
244721_at	zinc finger protein 846
244723_at	olfactomedin 2
244745_at	dpy-19-like 1 (C. elegans)
244757_at	galactosidase, beta 1-like 2
244810_at	expressed sequence AW551984
244813_at	brain specific homeobox
244853_at	family with sequence similarity 55, member D
244859_at	ankyrin repeat and kinase domain containing 1
244864_at	layilin
244867_at	Rho GTPase activating protein 20
244871_at	zinc finger CCCH type containing 12C
244879_at	nuclear protein in the AT region
244882_at	tumor necrosis factor, alpha-induced protein 8-like 3
244885_at	SH2 domain containing 7
244886_at	expressed sequence AI118078
244891_at	S phase cyclin A-associated protein in the ER
244895_at	RIKEN cDNA C230081A13 gene
244911_at	C2 calcium-dependent domain containing 4A
244923_at	kelch-like 31 (Drosophila)
244954_at	protease, serine, 35
244958_at	melanocortin 2 receptor accessory protein 2
244962_at	sorting nexin 14
245000_at	ataxia telangiectasia and Rad3 related
245007_at	zinc finger and BTB domain containing 38
245020_at	transmembrane protein 22
245026_at	collagen, type VI, alpha 6
245038_at	doublecortin-like kinase 3
245049_at	myosin VIIA and Rab interacting protein
245050_at	family with sequence similarity 198, member A
245126_at	T cell-interacting, activating receptor on myeloid cells 1
245128_at	expressed sequence AU018091
245195_at	resistin like gamma
245263_at	predicted gene 4981
245269_at	RIKEN cDNA E130304F04 gene
245282_at	apolipoprotein L 10a
245297_at	predicted gene 4983
245308_at	zinc finger, DHHC domain containing 19
245368_at	zinc finger protein 300
245381_at	sosondowah ankyrin repeat domain family member D
245386_at	family with sequence similarity 70, member A
245403_at	DDB1 and CUL4 associated factor 12-like 2
245404_at	DDB1 and CUL4 associated factor 12-like 1
245424_at	G protein-coupled receptor 101
245440_at	predicted gene 4988
245446_at	SLIT and NTRK-like family, member 4
245450_at	SLIT and NTRK-like family, member 2
245468_at	paraneoplastic antigen MA3
245469_at	PDZ domain containing 4
245474_at	dyskeratosis congenita 1, dyskerin
245492_at	RIKEN cDNA 4930595M18 gene
245502_at	melanoma antigen, family B, 4 pseudogene
245506_at	SMEK homolog 3, suppressor of mek1 (Dictyostelium), pseudogene
245511_at	RIKEN cDNA 4930415L06 gene
245522_at	zinc finger, C4H2 domain containing
245525_at	heat shock transcription factor 3
245526_at	G protein-coupled receptor 15-like
245527_at	ectodysplasin A2 receptor
245532_at	acyl-CoA wax alcohol acyltransferase 2
245533_at	acyl-CoA wax alcohol acyltransferase 1
245536_at	predicted gene 614
245537_at	neuroligin 3
245555_at	expressed sequence C77370
245566_at	cysteine-rich perinuclear theca 2
245572_at	T-box 22
245578_at	protocadherin 11 X-linked
245595_at	zinc finger protein 711
245596_at	highly divergent homeobox
245598_at	high density lipoprotein (HDL) binding protein pseudogene
245600_at	predicted gene 4994
245607_at	G protein-coupled receptor associated sorting protein 2
245610_at	nuclear RNA export factor 3
245615_at	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2
245616_at	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
245622_at	family with sequence similarity 199, X-linked
245631_at	melanoma associated antigen (mutated) 1-like 1
245638_at	TBC1 domain family, member 8B
245643_at	FERM and PDZ domain containing 3
245650_at	guanylate cyclase 2f
245666_at	IQ motif and Sec7 domain 2
245670_at	Ras-related GTP binding B
245671_at	Kruppel-like factor 8
245676_at	predicted gene 4997
245683_at	kelch-like 34 (Drosophila)
245684_at	connector enhancer of kinase suppressor of Ras 2
245688_at	retinoblastoma binding protein 7
245695_at	transcription elongation factor A (SII) N-terminal and central domain containing
245827_at	FAT tumor suppressor homolog 2 (Drosophila)
245828_at	trafficking protein particle complex 1
245839_at	granzyme N
245841_at	polymerase (RNA) II (DNA directed) polypeptide H
245847_at	amidohydrolase domain containing 2
245857_at	slingshot homolog 3 (Drosophila)
245860_at	autophagy related 9A
245865_at	sperm associated antigen 4
245866_at	intraflagellar transport 52
245867_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
245877_at	microtubule-associated protein 7 domain containing 1
245880_at	WAS protein family, member 3
245884_at	family with sequence similarity 71, member F2
245886_at	ankyrin repeat domain 27 (VPS9 domain)
245902_at	coiled-coil domain containing 15
245944_at	vacuolar protein sorting 54 (yeast)
245945_at	RNA binding motif protein 47
246048_at	chondrolectin
246049_at	solute carrier family 36 (proton/amino acid symporter), member 2
246079_at	defensin beta 9
246080_at	defensin beta 7
246081_at	defensin beta 11
246082_at	defensin beta 15
246083_at	defensin beta 13
246084_at	defensin beta 35
246085_at	defensin beta 10
246086_at	one cut domain, family member 3
246102_at	rotatin
246103_at	ataxin 7
246104_at	rhomboid, veinlet-like 3 (Drosophila)
246133_at	potassium voltage-gated channel, Isk-related subfamily, gene 2
246154_at	vasorin
246177_at	myosin IG
246179_at	fukutin
246190_at	otoancorin
246196_at	zinc finger protein 277
246198_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6
246221_at	mercaptopyruvate sulfurtransferase
246228_at	von Willebrand factor A domain containing 1
246229_at	basic, immunoglobulin-like variable motif containing
246256_at	Fc receptor, IgG, low affinity IV
246257_at	candidate tumor suppressor in ovarian cancer 2
246277_at	cysteine sulfinic acid decarboxylase
246278_at	CD207 antigen
246293_at	kelch-like 8 (Drosophila)
246313_at	prokineticin receptor 2
246316_at	leucine-rich repeat LGI family, member 2
246317_at	neuropilin (NRP) and tolloid (TLL)-like 1
246691_at	prokineticin 1
246694_at	Hermansky-Pudlak syndrome 5 homolog (human)
246696_at	solute carrier family 25, member 28
246700_at	defensin beta 19
246703_at	apolipoprotein A-I binding protein
246707_at	elastin microfibril interfacer 2
246709_at	regulator of G-protein signaling 13
246710_at	Rho-related BTB domain containing 2
246727_at	2'-5' oligoadenylate synthetase 3
246728_at	2'-5' oligoadenylate synthetase 2
246729_at	2'-5' oligoadenylate synthetase 1H
246730_at	2'-5' oligoadenylate synthetase 1A
246735_at	cDNA sequence AY074887
246738_at	DnaJ (Hsp40) homolog, subfamily C, member 28
246746_at	CD300 antigen like family member F
246747_at	adipogenin
246779_at	interleukin 27
246782_at	ATP synthase mitochondrial F1 complex assembly factor 2
246787_at	solute carrier family 5 (sodium/glucose cotransporter), member 2
246788_at	transient receptor potential cation channel, subfamily V, member 3
246792_at	oocyte specific homeobox 2
252829_at	oocyte specific homeobox 5
252830_at	oocyte specific homeobox 6
252837_at	chemokine (C-C motif) receptor-like 1
252838_at	thymocyte selection-associated high mobility group box
252864_at	dual specificity phosphatase-like 15
252866_at	a disintegrin and metallopeptidase domain 34
252868_at	outer dense fiber of sperm tails 4
252870_at	ubiquitin specific peptidase 7
252875_at	missing oocyte, meiosis regulator, homolog (Drosophila)
252876_at	gypsy retrotransposon integrase 1
252904_at	vomeronasal 1 receptor 69
